time,motion,is_stable
0.0,0.0,False
0.06671685487243831,0.008173450360082305,True
0.13343370974487662,0.008501766370128297,True
0.20015056461731492,0.008278882231905108,True
0.26686741948975323,0.010971866678770273,False
0.33358427436219157,0.010448268427741467,False
0.40030112923462985,0.009685124667150812,True
0.4670179841070682,0.01137127624969741,False
0.5337348389795065,0.01109853281590414,False
0.6004516938519447,0.010987243933067055,False
0.6671685487243831,0.01003641105361898,False
0.7338854035968214,0.00888256853667393,True
0.8006022584692597,0.008664036023359961,True
0.867319113341698,0.006115008850762527,True
0.9340359682141364,0.005950832879448075,True
1.0007528230865745,0.006781270803074316,True
1.067469677959013,0.010201519380900508,False
1.1341865328314513,0.013348419344589689,False
1.2009033877038895,0.015103635242677318,False
1.2676202425763279,0.013181709180585813,False
1.3343370974487663,0.013315298959089809,False
1.4010539523212044,0.010243325995521666,False
1.4677708071936428,0.009741311879690148,True
1.5344876620660812,0.010292288867707578,False
1.6012045169385194,0.014036233281893004,False
1.6679213718109578,0.015890437772331154,False
1.734638226683396,0.015861209452916972,False
1.8013550815558343,0.01222824376664246,False
1.8680719364282727,0.013976643821108692,False
1.934788791300711,0.013491342138707334,False
2.001505646173149,0.01347822107237957,False
2.0682225010455877,0.0120394728879206,False
2.134939355918026,0.01217491414003873,False
2.201656210790464,0.013048372821350762,False
2.2683730656629026,0.011202109431735658,False
2.335089920535341,0.01009543126664246,False
2.401806775407779,0.008889008033769064,True
2.4685236302802176,0.008109006218228031,True
2.5352404851526558,0.006241217320261438,True
2.601957340025094,0.008532817795328008,True
2.6686741948975325,0.008403704460179132,True
2.7353910497699707,0.008541137133865891,True
2.802107904642409,0.007377621187363834,True
2.8688247595148475,0.013244368040426047,False
2.9355416143872857,0.008541137133865891,True
3.002258469259724,0.007377621187363834,True
3.0689753241321625,0.0079698052832244,True
3.1356921790046006,0.008439351473614137,True
3.202409033877039,0.00971228969983055,True
3.269125888749477,0.009176546235778262,True
3.3358427436219156,0.010558218349068024,False
3.4025595984943537,0.010655960648148147,False
3.469276453366792,0.0097657422536916,True
3.5359933082392305,0.008408443778746066,True
3.6027101631116687,0.007121315964657468,True
3.669427017984107,0.012492002163519728,False
3.7361438728565455,0.012158048520334058,False
3.8028607277289836,0.012450354408738804,False
3.869577582601422,0.010934818294601792,False
3.9362944374738604,0.009297412097555071,True
4.003011292346298,0.009682849567296054,True
4.069728147218737,0.008910058853788429,True
4.136445002091175,0.01193606647906076,False
4.2031618569636136,0.012987385772210118,False
4.269878711836052,0.01392953431372549,False
4.33659556670849,0.014588390371580731,False
4.403312421580928,0.012057134698015008,False
4.470029276453367,0.00935431228818688,True
4.536746131325805,0.009501707743282498,True
4.6034629861982435,0.0069716283890099255,True
4.670179841070682,0.007130898617162915,True
4.73689669594312,0.011192946623093681,False
4.803613550815558,0.017985914427499396,False
4.870330405687997,0.023455436032437667,False
4.937047260560435,0.020808068945170663,False
5.003764115432873,0.012890897331154684,False
5.0704809703053115,0.01019835542241588,False
5.13719782517775,0.00819524063483418,True
5.203914680050188,0.0072500208030743165,True
5.270631534922626,0.006660238516702977,True
5.337348389795065,0.008389248214717985,True
5.404065244667503,0.010026508790244493,False
5.470782099539941,0.009095592017671265,True
5.53749895441238,0.008457539034132173,True
5.604215809284818,0.008679609961268459,True
5.670932664157256,0.010620300396393124,False
5.737649519029695,0.009617879675018155,True
5.804366373902133,0.013299804451101427,False
5.871083228774571,0.008288411931130477,True
5.9378000836470095,0.011694419858992978,False
6.004516938519448,0.011858431296901477,False
6.071233793391886,0.012777898813846528,False
6.137950648264325,0.01720949074074074,False
6.204667503136763,0.01474106980755265,False
6.271384358009201,0.01691820042060034,False
6.338101212881639,0.01969262512103607,False
6.404818067754078,0.024792784359114018,False
6.471534922626516,0.031221131006414913,False
6.538251777498954,0.0323767001785282,False
6.604968632371393,0.033869250786734445,False
6.671685487243831,0.031429163640764944,False
6.738402342116269,0.02761661068748487,False
6.8051191969887075,0.023024224234446864,False
6.871836051861146,0.017950027233115468,False
6.938552906733584,0.011189756187969014,False
7.005269761606023,0.012571190011498427,False
7.071986616478461,0.009922026295085937,True
7.138703471350899,0.009428919677438877,True
7.205420326223337,0.011755164835996127,False
7.272137181095776,0.013218509819051077,False
7.338854035968214,0.01103936887254902,False
7.405570890840653,0.00993834347010409,True
7.472287745713091,0.007852631021544421,True
7.539004600585529,0.014108393473129992,False
7.605721455457967,0.020725921387073347,False
7.6724383103304055,0.02214910319837812,False
7.739155165202844,0.022466030470830307,False
7.805872020075282,0.016736589581820383,False
7.872588874947721,0.016157613546961994,False
7.939305729820159,0.01785352366255144,False
8.006022584692596,0.015463068869523117,False
8.072739439565035,0.016837503404139434,False
8.139456294437474,0.01811324248063423,False
8.206173149309912,0.017537806750786734,False
8.27289000418235,0.017912139161220045,False
8.339606859054788,0.019262341896635195,False
8.406323713927227,0.02057868100944081,False
8.473040568799666,0.015320507292423142,False
8.539757423672103,0.01046823559670782,False
8.606474278544542,0.009941919707697894,True
8.67319113341698,0.008625557900629388,True
8.739907988289419,0.005626473235899298,True
8.806624843161856,0.007063118418663762,True
8.873341698034295,0.005653534253207456,True
8.940058552906734,0.004842254069837812,True
9.006775407779172,0.005913092320261438,True
9.07349226265161,0.009851273148148147,True
9.140209117524048,0.010594313574195111,False
9.206925972396487,0.008581773102759623,True
9.273642827268924,0.004963384698015009,True
9.340359682141363,0.007490058021665457,True
9.407076537013802,0.009246705549503752,True
9.47379339188624,0.012796642383805375,False
9.540510246758679,0.013249160312273056,False
9.607227101631116,0.011613096859114016,False
